"","LOC_ID","latitude","longitude","Year","yard_type_pavement","yard_type_garden","yard_type_landsca","yard_type_woods","yard_type_desert","hab_dcid_woods","hab_evgr_woods","hab_mixed_woods","hab_orchard","hab_park","hab_water_fresh","hab_water_salt","hab_residential","hab_industrial","hab_agricultural","hab_desert_scrub","hab_young_woods","hab_swamp","hab_marsh","evgr_trees_atleast","evgr_shrbs_atleast","dcid_trees_atleast","dcid_shrbs_atleast","fru_trees_atleast","cacti_atleast","brsh_piles_atleast","water_srcs_atleast","bird_baths_atleast","nearby_feeders","squirrels","cats","dogs","humans","housing_density","fed_yr_round","fed_in_jan","fed_in_feb","fed_in_mar","fed_in_apr","fed_in_may","fed_in_jun","fed_in_jul","fed_in_aug","fed_in_sep","fed_in_oct","fed_in_nov","fed_in_dec","numfeeders_suet","numfeeders_ground","numfeeders_hanging","numfeeders_platfrm","numfeeders_humming","numfeeders_water","numfeeders_thistle","numfeeders_fruit","numfeeders_hopper","numfeeders_tube","numfeeders_other","population_atleast","count_area_size_sq_m_atleast","create_dt","supp_food"
"1564","L3166433",34.178357,-77.8696779,2018,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,4,11,1,1,0,0,0,0,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,NA,1,2,NA,NA,0,5,3,0,25001,100.01,"2017-12-23T11:41:52Z",NA
"1565","L3166433",34.178357,-77.8696779,2016,0,0,1,1,0,0,0,1,0,NA,0,0,1,0,0,0,0,1,1,1,11,4,1,0,0,0,0,1,0,1,1,0,0,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,2,NA,NA,0,2,3,0,25001,1.01,"2016-01-13T22:45:06Z",NA
"1566","L3166433",34.178357,-77.8696779,2017,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,4,4,1,1,NA,NA,NA,NA,1,0,1,1,1,1,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,3,3,NA,100001,1.01,"2017-03-15T16:32:03Z",NA
"1567","L3166433",34.178357,-77.8696779,2020,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,4,11,1,1,1,0,1,0,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,NA,1,2,NA,NA,0,5,3,0,25001,100.01,"2020-03-25T21:50:38Z",NA
"1568","L3166433",34.178357,-77.8696779,2023,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,4,11,1,4,1,0,1,0,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,2,NA,NA,0,3,2,0,100001,NA,"2022-11-16T18:29:00Z",1
"1569","L3166433",34.178357,-77.8696779,2022,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,4,11,1,4,1,0,0,0,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,NA,0,2,NA,NA,0,3,2,0,100001,NA,"2021-11-24T18:20:48Z",1
"1570","L3185825",35.33457,-82.488979,2020,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,11,4,11,4,1,0,0,0,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,0,NA,NA,0,3,1,0,5001,100.01,"2019-11-17T20:34:20Z",NA
"1571","L3185825",35.33457,-82.488979,2023,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,11,4,11,4,1,0,1,0,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0,NA,NA,0,4,0,0,5001,NA,"2022-11-13T17:29:42Z",1
"1572","L3185825",35.33457,-82.488979,2015,0,0,1,1,0,1,1,1,0,NA,1,0,1,0,0,0,0,1,0,4,4,4,11,4,0,1,0,1,1,1,0,0,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,0,0,NA,NA,0,4,0,1,5001,100.01,"2014-11-29T16:49:49Z",NA
"1573","L3185825",35.33457,-82.488979,2016,0,0,1,1,0,1,1,1,1,NA,1,0,1,0,0,0,0,1,1,11,4,11,11,4,0,1,1,4,1,1,0,0,1,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,2,1,NA,5001,100.01,"2015-12-17T19:24:20Z",NA
"1574","L3185825",35.33457,-82.488979,2022,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,11,4,11,4,1,0,0,0,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,NA,0,0,NA,NA,0,0,3,0,5001,NA,"2021-11-28T19:14:14Z",1
"1575","L3185825",35.33457,-82.488979,2019,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,11,4,11,4,1,0,0,0,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,0,NA,NA,0,3,1,0,5001,100.01,"2018-11-18T18:07:04Z",NA
"1576","L3185825",35.33457,-82.488979,2018,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,11,4,11,4,1,0,0,0,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,3,1,NA,5001,100.01,"2017-12-03T16:50:33Z",NA
"1577","L3185825",35.33457,-82.488979,2017,0,0,1,1,0,0,0,1,0,NA,1,0,1,0,0,0,0,NA,0,11,4,11,4,1,0,0,0,1,1,1,0,0,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,3,1,NA,5001,100.01,"2016-11-27T16:50:23Z",NA
"1578","L3185825",35.33457,-82.488979,2021,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,11,4,11,4,1,0,0,0,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,0,NA,NA,0,3,1,0,5001,100.01,"2020-11-22T17:56:14Z",NA
"1579","L3189476",35.175794,-79.481449,2015,0,0,1,1,0,0,0,0,0,NA,1,0,1,0,0,0,0,NA,0,1,0,1,4,0,0,0,1,0,1,0,0,0,1,3,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,25001,375.01,"2014-12-01T17:54:40Z",NA
"1580","L3189476",35.175794,-79.481449,2021,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,4,0,0,1,0,0,1,1,0,0,1,3,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,NA,0,0,NA,NA,0,0,1,0,25001,375.01,"2021-03-15T08:11:15Z",NA
"1581","L3190475",36.3735209,-79.738512,2015,NA,NA,NA,NA,NA,0,0,1,0,NA,1,0,1,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,3,NA,0,0,NA,NA,0,2,2,1,NA,NA,"2014-12-02T12:58:24Z",NA
"1582","L3190475",36.3735209,-79.738512,2020,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,4,1,11,4,1,0,1,0,1,1,0,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,0,0,NA,NA,0,3,1,1,1,1.01,"2020-01-07T16:48:37Z",NA
"1583","L3190475",36.3735209,-79.738512,2016,0,0,1,1,0,0,0,1,0,NA,1,0,1,0,1,0,1,NA,0,11,4,11,11,4,0,0,0,1,1,0,1,0,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,0,1,NA,NA,0,2,2,1,1,100.01,"2015-12-23T14:29:55Z",NA
"1584","L3190475",36.3735209,-79.738512,2018,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,4,4,11,4,4,0,0,0,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,0,1,NA,NA,0,3,1,1,1,100.01,"2018-02-17T15:09:39Z",NA
"1585","L3190475",36.3735209,-79.738512,2019,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,4,4,11,4,4,0,1,0,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,0,0,NA,NA,0,3,1,1,1,100.01,"2018-12-26T11:38:52Z",NA
"1586","L3190475",36.3735209,-79.738512,2022,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,4,1,11,4,4,0,1,0,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,0,NA,NA,0,2,2,1,1,NA,"2021-12-30T16:30:24Z",1
"1587","L3190475",36.3735209,-79.738512,2023,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,4,1,11,4,4,0,1,0,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,0,NA,NA,0,3,2,0,1,NA,"2023-02-02T10:32:40Z",1
"1588","L3190475",36.3735209,-79.738512,2021,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,4,1,11,4,4,0,1,0,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,0,0,NA,NA,0,3,1,1,1,1.01,"2021-01-06T09:37:07Z",NA
"1589","L3224833",36.0780531,-79.4667577,2020,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,1,0,0,1,0,1,1,1,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,NA,1,0,NA,NA,1,3,1,0,25001,100.01,"2019-11-20T10:57:06Z",NA
"1590","L3224833",36.0780531,-79.4667577,2023,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,1,1,1,0,1,0,1,1,1,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,NA,4,1,NA,NA,0,1,0,0,25001,NA,"2022-11-14T14:45:38Z",1
"1591","L3224833",36.0780531,-79.4667577,2015,0,0,1,0,0,0,0,0,0,NA,0,0,1,1,0,0,0,NA,0,4,1,4,1,0,0,1,0,1,1,1,0,0,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,0,4,NA,NA,0,1,1,0,25001,1.01,"2014-12-18T13:02:26Z",NA
"1592","L3224833",36.0780531,-79.4667577,2016,0,0,1,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,NA,0,1,4,4,4,0,0,1,0,1,1,1,0,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,0,1,NA,NA,2,2,0,0,25001,1.01,"2015-12-14T06:42:31Z",NA
"1593","L3224833",36.0780531,-79.4667577,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,1,1,0,1,0,1,1,1,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,NA,4,1,NA,NA,1,4,1,0,25001,100.01,"2021-02-17T10:00:21Z",NA
"1594","L3224833",36.0780531,-79.4667577,2022,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,1,1,1,0,1,0,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,NA,5,1,NA,NA,1,3,0,0,25001,NA,"2021-11-24T12:23:45Z",1
"1595","L3224833",36.0780531,-79.4667577,2019,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,1,0,0,1,0,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,NA,2,0,NA,NA,1,3,1,1,25001,100.01,"2018-11-14T09:36:01Z",NA
"1596","L3224833",36.0780531,-79.4667577,2018,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,1,0,0,1,0,1,0,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,NA,1,1,NA,NA,0,3,0,1,25001,100.01,"2017-11-21T08:57:22Z",NA
"1597","L3224833",36.0780531,-79.4667577,2017,0,0,1,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,NA,0,4,4,4,1,0,0,1,0,1,1,1,0,1,1,3,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,1,NA,NA,0,3,1,2,25001,375.01,"2016-11-30T08:24:20Z",NA
"1598","L3240958",35.224973,-80.8323598,2017,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,4,4,4,0,0,0,0,1,0,0,1,1,1,4,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,NA,NA,0,0,1,0,100001,1.01,"2017-02-19T08:01:34Z",NA
"1599","L3240958",35.224973,-80.8323598,2018,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,4,4,4,0,0,0,0,1,1,0,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,NA,NA,0,0,1,1,100001,NA,"2017-12-23T18:20:27Z",NA
"1600","L3240958",35.224973,-80.8323598,2016,0,0,1,0,0,0,0,0,0,NA,1,0,1,1,0,0,0,NA,0,0,4,4,1,0,0,0,0,0,0,0,1,1,1,4,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,0,NA,NA,0,0,1,1,100001,1.01,"2016-01-16T14:23:29Z",NA
"1601","L3240958",35.224973,-80.8323598,2022,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,4,4,4,1,0,0,0,1,0,0,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,NA,NA,0,0,1,0,100001,NA,"2021-12-11T16:56:23Z",1
"1602","L3240958",35.224973,-80.8323598,2023,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,4,4,1,0,0,0,0,0,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,0,NA,NA,0,0,1,1,100001,NA,"2022-11-29T07:42:15Z",1
"1603","L3240958",35.224973,-80.8323598,2020,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,4,4,4,1,0,0,0,0,0,0,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,NA,NA,0,0,1,1,100001,1.01,"2020-01-28T17:14:35Z",NA
"1604","L3240958",35.224973,-80.8323598,2021,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,4,4,4,1,0,0,0,0,0,0,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,NA,NA,0,0,1,2,100001,1.01,"2020-12-06T10:19:47Z",NA
"1605","L3240958",35.224973,-80.8323598,2015,0,1,0,0,0,0,0,0,0,NA,0,0,1,1,0,0,0,NA,0,0,11,4,0,0,0,0,0,0,1,1,0,1,1,4,NA,0,0,0,0,0,0,0,0,1,1,1,1,1,0,NA,0,0,NA,NA,0,0,1,1,100001,1.01,"2014-12-28T17:16:03Z",NA
"1606","L3240958",35.224973,-80.8323598,2019,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,4,4,4,0,0,0,0,1,0,0,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,NA,NA,0,0,1,1,100001,0.01,"2019-02-02T09:32:19Z",NA
"1607","L33166",36.3997257,-79.6891648,2010,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,4,4,4,4,0,1,0,1,1,1,1,0,0,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,4,NA,5001,100.01,"2010-04-07T16:33:51Z",NA
"1608","L33166",36.3997257,-79.6891648,1992,NA,NA,NA,NA,NA,0,0,1,0,NA,1,0,0,0,NA,0,NA,NA,NA,1,3,3,3,NA,0,1,NA,NA,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,NA,NA,NA,NA,NA,25001,100.01,NA,NA
"1609","L33166",36.3997257,-79.6891648,2012,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,11,11,11,11,4,0,1,0,1,1,1,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,3,NA,0,0,NA,NA,0,1,3,0,5001,100.01,"2012-01-16T21:30:25Z",NA
"1610","L33166",36.3997257,-79.6891648,2014,0,0,1,1,0,0,0,1,0,NA,1,0,1,0,0,0,0,NA,0,4,11,11,4,11,0,1,0,1,0,1,1,0,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,3,1,NA,0,0,NA,NA,0,1,4,1,5001,100.01,"2014-04-14T16:57:35Z",NA
"1611","L33166",36.3997257,-79.6891648,2019,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,11,11,11,4,4,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,NA,0,0,NA,NA,0,3,5,1,5001,100.01,"2019-02-02T09:56:30Z",NA
"1612","L33166",36.3997257,-79.6891648,2002,0,0,1,0,0,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,4,4,1,1,0,0,1,1,0,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,1,1,0,NA,NA,NA,5001,100.01,NA,NA
"1613","L33166",36.3997257,-79.6891648,2013,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,11,11,11,11,11,0,1,0,1,0,1,1,0,0,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,0,0,NA,NA,0,1,4,0,5001,100.01,"2013-03-06T15:58:55Z",NA
"1614","L33166",36.3997257,-79.6891648,2001,0,0,1,0,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,1,1,0,0,1,1,0,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,0,1,1,0,NA,NA,NA,5001,100.01,NA,NA
"1615","L33166",36.3997257,-79.6891648,2015,0,0,1,1,0,0,0,1,0,NA,1,0,0,0,0,0,0,NA,0,4,4,11,4,4,0,0,0,1,0,1,1,0,0,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,0,0,NA,NA,0,2,3,1,5001,1.01,"2014-12-18T20:28:58Z",NA
"1616","L33166",36.3997257,-79.6891648,2006,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,4,4,4,0,1,1,1,0,1,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,3,1,NA,0,0,NA,NA,0,2,3,0,5001,100.01,NA,NA
"1617","L33166",36.3997257,-79.6891648,2022,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,11,11,11,4,4,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,NA,0,0,NA,NA,0,3,6,1,5001,NA,"2022-02-20T14:16:33Z",1
"1618","L33166",36.3997257,-79.6891648,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA
"1619","L33166",36.3997257,-79.6891648,1990,NA,NA,NA,NA,NA,0,0,1,NA,NA,0,NA,1,0,NA,NA,NA,NA,NA,3,3,3,3,NA,0,NA,NA,NA,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,0,1,NA,NA,NA,NA,NA,25001,1.01,NA,NA
"1620","L33166",36.3997257,-79.6891648,2007,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0,4,0,1,0,0,0,1,1,1,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,1,2,NA,5001,100.01,NA,NA
"1621","L33166",36.3997257,-79.6891648,1991,NA,NA,NA,NA,NA,0,0,1,NA,NA,1,0,1,0,NA,1,NA,NA,NA,3,1,3,3,NA,0,1,NA,NA,0,1,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,0,1,NA,NA,NA,NA,NA,25001,100.01,NA,NA
"1622","L33166",36.3997257,-79.6891648,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA
"1623","L33166",36.3997257,-79.6891648,1993,NA,NA,NA,NA,NA,0,0,1,0,NA,1,0,0,0,NA,0,NA,NA,NA,1,3,3,3,NA,0,1,NA,NA,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,NA,NA,NA,NA,NA,25001,100.01,NA,NA
"1624","L33166",36.3997257,-79.6891648,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,0,1,1,0,NA,NA,NA,NA,NA,NA,NA
"1625","L33166",36.3997257,-79.6891648,1999,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,4,11,4,4,0,1,1,1,0,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,0,1,1,0,NA,NA,NA,5001,100.01,NA,NA
"1626","L33166",36.3997257,-79.6891648,1994,NA,NA,NA,NA,NA,0,0,1,0,NA,1,0,0,0,NA,0,NA,NA,NA,3,3,3,3,NA,0,1,NA,NA,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,NA,NA,NA,NA,NA,25001,100.01,NA,NA
"1627","L33166",36.3997257,-79.6891648,2017,0,0,1,1,0,0,0,1,0,NA,1,0,1,0,0,0,0,NA,0,11,11,11,4,4,0,1,0,1,0,1,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,0,0,NA,NA,0,2,4,1,5001,100.01,"2016-12-10T12:05:52Z",NA
"1628","L33166",36.3997257,-79.6891648,2005,0,0,1,0,0,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,4,4,1,1,0,0,1,1,0,1,1,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,1,1,0,NA,NA,NA,5001,100.01,NA,NA
"1629","L33166",36.3997257,-79.6891648,1989,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,NA,NA,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,0,1,NA,NA,NA,NA,NA,5001,100.01,NA,NA
"1630","L33166",36.3997257,-79.6891648,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA
"1631","L33166",36.3997257,-79.6891648,1995,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,1,11,4,4,0,1,1,1,0,0,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,0,0,0,0,NA,NA,NA,5001,100.01,NA,NA
"1632","L33166",36.3997257,-79.6891648,2004,0,0,1,0,0,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,4,4,1,1,0,0,1,1,0,1,1,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,1,1,0,NA,NA,NA,5001,100.01,NA,NA
"1633","L33166",36.3997257,-79.6891648,2016,0,0,1,1,0,0,0,1,0,NA,1,0,1,0,0,0,0,NA,0,4,4,11,4,11,0,1,0,1,0,1,1,0,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,0,0,NA,NA,0,1,3,2,5001,100.01,"2015-12-19T12:16:29Z",NA
"1634","L33166",36.3997257,-79.6891648,2021,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,11,11,11,4,4,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,0,0,NA,NA,0,3,5,1,5001,100.01,"2020-12-22T12:08:55Z",NA
"1635","L33166",36.3997257,-79.6891648,2008,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,11,11,11,11,11,0,1,0,1,0,0,1,0,0,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,3,1,NA,0,0,NA,NA,0,0,2,0,5001,1.01,"2008-04-03T15:22:03Z",NA
"1636","L33166",36.3997257,-79.6891648,2003,0,0,1,0,0,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,4,4,1,1,0,0,1,1,0,1,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,0,1,1,0,NA,NA,NA,5001,100.01,NA,NA
"1637","L33166",36.3997257,-79.6891648,2011,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,4,4,1,4,0,1,0,1,1,1,1,0,0,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,6,NA,5001,1.01,"2011-01-24T15:30:38Z",NA
"1638","L3382993",35.2733442,-82.1288511,2015,0,0,0,1,0,1,0,0,0,NA,1,0,1,0,0,0,0,NA,0,11,4,11,1,1,0,1,0,1,0,1,0,1,1,1,NA,1,1,1,1,0,0,0,0,1,1,1,1,2,1,NA,4,0,NA,NA,0,0,2,0,5001,100.01,"2015-02-16T08:39:38Z",NA
"1639","L3451119",36.144001,-80.126565,2018,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,11,11,0,0,0,1,0,1,0,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,NA,0,1,NA,NA,0,4,1,2,5001,100.01,"2018-04-19T07:54:04Z",NA
"1640","L3451119",36.144001,-80.126565,2019,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,11,11,0,0,0,1,0,1,0,1,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,NA,0,1,NA,NA,0,4,1,1,5001,100.01,"2019-04-04T06:37:51Z",NA
"1641","L3451119",36.144001,-80.126565,2015,0,0,1,1,0,0,0,1,0,NA,1,0,1,0,1,0,0,NA,0,4,11,11,0,1,0,1,1,1,0,1,0,0,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,3,1,NA,0,2,NA,NA,1,4,1,2,5001,100.01,"2015-03-02T14:30:42Z",NA
